Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDR07,21.35,Low Fat,13.0,Fruits and Vegetables,96.21,OUT010,1998,,Tier 3,Grocery Store,190.0
FDW49,19.5,LF,8.2,Canned,179.2,OUT013,1987,High,Tier 3,Supermarket Type1,2866.0
FDN23,6.575,Regular,7.6,Breads,146.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.0
FDS33,6.67,Regular,12.4,Snack Foods,88.95,OUT017,2007,,Tier 2,Supermarket Type1,2125.0
FDY36,12.3,Low Fat,0.9,Baking Goods,74.84,OUT049,1999,Medium,Tier 1,Supermarket Type1,1538.0
FDH20,16.1,Regular,2.5,Fruits and Vegetables,97.84,OUT045,2002,,Tier 2,Supermarket Type1,1255.0
FDR15,,Regular,5.9,Meat,155.83,OUT019,1985,Small,Tier 1,Grocery Store,310.0
NCP50,17.35,Low Fat,2.1,Others,80.66,OUT017,2007,,Tier 2,Supermarket Type1,1208.0
FDS40,15.35,Low Fat,2.3,Frozen Foods,35.22,OUT010,1998,,Tier 3,Grocery Store,37.0
FDG38,8.975,Regular,5.3,Canned,86.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1023.0
NCO18,13.15,Low Fat,2.5,Household,178.27,OUT013,1987,High,Tier 3,Supermarket Type1,2667.0
NCO54,19.5,LF,1.4,Household,55.66,OUT046,1997,Small,Tier 1,Supermarket Type1,718.0
NCW18,15.1,Low Fat,5.9,Household,238.12,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.0
FDB36,5.465,Regular,4.9,Baking Goods,132.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2361.0
FDJ45,17.75,Low Fat,7.3,Seafood,34.22,OUT013,1987,High,Tier 3,Supermarket Type1,935.0
FDP60,,Low Fat,5.6,Baking Goods,100.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,2834.0
DRD12,6.96,Low Fat,7.7,Soft Drinks,92.71,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0
FDR47,17.85,Low Fat,8.8,Breads,196.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,1756.0
FDJ10,5.095,Regular,13.0,Snack Foods,142.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,562.0
DRC25,5.73,Low Fat,4.5,Soft Drinks,87.09,OUT013,1987,High,Tier 3,Supermarket Type1,1804.0
NCW54,7.5,Low Fat,9.6,Household,57.86,OUT013,1987,High,Tier 3,Supermarket Type1,1145.0
FDA26,7.855,Regular,7.4,Dairy,218.65,OUT013,1987,High,Tier 3,Supermarket Type1,3724.0
DRF01,5.655,LF,17.5,Soft Drinks,146.91,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.0
NCZ17,12.15,Low Fat,13.3,Health and Hygiene,37.65,OUT010,1998,,Tier 3,Grocery Store,38.0
FDK46,9.6,Low Fat,8.6,Snack Foods,258.36,OUT010,1998,,Tier 3,Grocery Store,260.0
NCU41,18.85,Low Fat,5.2,Health and Hygiene,190.38,OUT013,1987,High,Tier 3,Supermarket Type1,3631.0
FDV20,20.2,Regular,6.0,Fruits and Vegetables,127.47,OUT035,2004,Small,Tier 2,Supermarket Type1,3561.0
FDT15,12.15,Regular,7.1,Meat,182.3,OUT010,1998,,Tier 3,Grocery Store,549.0
DRI25,19.6,Low Fat,3.4,Soft Drinks,56.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,774.0
FDA40,16.0,Regular,9.9,Frozen Foods,88.59,OUT046,1997,Small,Tier 1,Supermarket Type1,879.0
FDZ15,,Low Fat,2.1,Dairy,117.58,OUT027,1985,Medium,Tier 3,Supermarket Type3,2741.0
FDM13,6.425,Low Fat,6.3,Breakfast,132.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2099.0
NCM05,6.825,Low Fat,6.0,Health and Hygiene,262.52,OUT046,1997,Small,Tier 1,Supermarket Type1,9780.0
FDD38,,reg,1.4,Canned,103.77,OUT019,1985,Small,Tier 1,Grocery Store,204.0
DRI01,7.97,Low Fat,5.8,Soft Drinks,172.14,OUT010,1998,,Tier 3,Grocery Store,517.0
DRG13,17.25,Low Fat,3.7,Soft Drinks,166.45,OUT013,1987,High,Tier 3,Supermarket Type1,3782.0
NCT30,9.1,Low Fat,8.0,Household,48.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.0
NCG42,19.2,Low Fat,4.1,Household,129.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.0
FDB14,,Regular,10.2,Canned,91.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,3076.0
FDO27,,Regular,17.8,Meat,95.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,3931.0
FDC14,14.5,Regular,6.9,Canned,41.45,OUT010,1998,,Tier 3,Grocery Store,42.0
FDB49,,Regular,5.3,Baking Goods,98.54,OUT019,1985,Small,Tier 1,Grocery Store,591.0
FDZ23,17.75,Regular,6.8,Baking Goods,188.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.0
FDJ52,7.145,Low Fat,1.8,Frozen Foods,160.66,OUT017,2007,,Tier 2,Supermarket Type1,1765.0
FDJ56,8.985,Low Fat,18.4,Fruits and Vegetables,99.67,OUT017,2007,,Tier 2,Supermarket Type1,3296.0
NCR54,16.35,low fat,9.1,Household,196.81,OUT017,2007,,Tier 2,Supermarket Type1,3339.0
DRF01,5.655,Low Fat,0.0,Soft Drinks,147.51,OUT046,1997,Small,Tier 1,Supermarket Type1,1166.0
DRK12,9.5,Low Fat,4.2,Soft Drinks,32.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,866.0
FDL58,5.78,Regular,7.4,Snack Foods,264.96,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0
FDD44,8.05,Regular,0.0,Fruits and Vegetables,257.56,OUT013,1987,High,Tier 3,Supermarket Type1,5153.0
FDT50,6.75,Regular,10.9,Dairy,95.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.0
DRM23,16.6,Low Fat,13.7,Hard Drinks,173.34,OUT017,2007,,Tier 2,Supermarket Type1,4139.0
NCM31,6.095,Low Fat,8.1,Others,141.92,OUT045,2002,,Tier 2,Supermarket Type1,2694.0
FDY21,15.1,Low Fat,0.0,Snack Foods,197.21,OUT010,1998,,Tier 3,Grocery Store,196.0
FDR22,19.35,Regular,1.9,Snack Foods,112.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.0
NCV06,11.3,Low Fat,6.7,Household,192.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,3100.0
FDR45,10.8,Low Fat,2.9,Snack Foods,240.52,OUT017,2007,,Tier 2,Supermarket Type1,4541.0
FDH60,19.7,Regular,0.0,Baking Goods,194.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,5107.0
FDR08,,Low Fat,6.6,Fruits and Vegetables,113.19,OUT019,1985,Small,Tier 1,Grocery Store,111.0
FDA47,10.5,Regular,11.7,Baking Goods,164.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.0
FDS37,7.655,Low Fat,3.2,Canned,114.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1854.0
FDF12,8.235,Low Fat,8.3,Baking Goods,146.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,1626.0
FDP24,20.6,Low Fat,8.3,Baking Goods,119.48,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.0
FDU20,19.35,Regular,2.1,Fruits and Vegetables,122.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.0
FDW44,9.5,Regular,5.9,Fruits and Vegetables,170.24,OUT010,1998,,Tier 3,Grocery Store,170.0
FDY39,5.305,Regular,7.9,Meat,183.56,OUT010,1998,,Tier 3,Grocery Store,551.0
DRD37,9.8,Low Fat,1.4,Soft Drinks,47.41,OUT045,2002,,Tier 2,Supermarket Type1,979.0
FDZ35,9.6,Regular,2.2,Breads,101.7,OUT035,2004,Small,Tier 2,Supermarket Type1,2993.0
FDB50,13.0,LF,15.4,Canned,79.7,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0
FDY10,17.6,Low Fat,4.9,Snack Foods,113.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2863.0
FDK41,14.3,Low Fat,12.8,Frozen Foods,83.42,OUT017,2007,,Tier 2,Supermarket Type1,682.0
FDL24,10.3,Regular,2.5,Baking Goods,172.34,OUT045,2002,,Tier 2,Supermarket Type1,5691.0
FDZ07,15.1,Regular,15.7,Fruits and Vegetables,62.22,OUT010,1998,,Tier 3,Grocery Store,186.0
DRI03,6.03,Low Fat,2.3,Dairy,176.7,OUT017,2007,,Tier 2,Supermarket Type1,1417.0
FDW56,7.68,Low Fat,7.1,Fruits and Vegetables,192.62,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0
FDR20,20.0,Regular,2.8,Fruits and Vegetables,46.87,OUT045,2002,,Tier 2,Supermarket Type1,905.0
FDC50,15.85,Low Fat,13.6,Canned,96.31,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.0
NCX05,15.2,Low Fat,16.2,Health and Hygiene,117.65,OUT010,1998,,Tier 3,Grocery Store,348.0
FDU23,12.15,Low Fat,0.0,Breads,164.72,OUT046,1997,Small,Tier 1,Supermarket Type1,3963.0
FDN45,19.35,Low Fat,11.8,Snack Foods,222.61,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.0
FDQ51,,Regular,1.7,Meat,45.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,1324.0
FDH21,,Low Fat,3.1,Seafood,157.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,5705.0
DRZ11,8.85,Regular,11.3,Soft Drinks,125.14,OUT017,2007,,Tier 2,Supermarket Type1,1115.0
NCI43,19.85,Low Fat,2.6,Household,49.54,OUT046,1997,Small,Tier 1,Supermarket Type1,1007.0
DRF03,19.1,Low Fat,4.5,Dairy,38.81,OUT045,2002,,Tier 2,Supermarket Type1,690.0
NCF30,17.0,Low Fat,12.7,Household,125.84,OUT017,2007,,Tier 2,Supermarket Type1,2517.0
FDB12,11.15,Regular,10.5,Baking Goods,102.06,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.0
FDW19,12.35,Regular,3.9,Fruits and Vegetables,110.76,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.0
FDB45,20.85,Low Fat,2.1,Fruits and Vegetables,103.33,OUT045,2002,,Tier 2,Supermarket Type1,523.0
FDY55,,Low Fat,0.0,Fruits and Vegetables,255.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,9252.0
FDK40,7.035,Low Fat,0.0,Frozen Foods,263.29,OUT010,1998,,Tier 3,Grocery Store,526.0
FDU11,4.785,Low Fat,9.3,Breads,122.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2049.0
FDP33,,Low Fat,8.9,Snack Foods,254.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,10994.0
FDN49,17.25,Regular,21.0,Breakfast,40.35,OUT010,1998,,Tier 3,Grocery Store,40.0
FDR15,9.3,Regular,3.4,Meat,153.43,OUT045,2002,,Tier 2,Supermarket Type1,2482.0
FDO38,17.25,Low Fat,7.3,Canned,78.9,OUT045,2002,,Tier 2,Supermarket Type1,1636.0
DRC24,17.85,Low Fat,2.5,Soft Drinks,153.2,OUT017,2007,,Tier 2,Supermarket Type1,3384.0
NCU17,,Low Fat,9.2,Health and Hygiene,101.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.0
FDK22,9.8,Low Fat,2.6,Snack Foods,217.58,OUT035,2004,Small,Tier 2,Supermarket Type1,4328.0
DRP35,18.85,Low Fat,9.1,Hard Drinks,127.13,OUT013,1987,High,Tier 3,Supermarket Type1,3579.0
NCL29,9.695,Low Fat,11.4,Health and Hygiene,158.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2694.0
FDG53,10.0,Low Fat,4.6,Frozen Foods,138.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.0
DRM23,16.6,Low Fat,13.6,Hard Drinks,172.94,OUT013,1987,High,Tier 3,Supermarket Type1,2932.0
FDR09,18.25,Low Fat,7.8,Snack Foods,259.7,OUT035,2004,Small,Tier 2,Supermarket Type1,5439.0
NCJ30,5.82,Low Fat,13.5,Household,170.58,OUT010,1998,,Tier 3,Grocery Store,509.0
FDZ04,9.31,Low Fat,3.8,Frozen Foods,62.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1202.0
FDM10,18.25,Low Fat,7.6,Snack Foods,214.02,OUT045,2002,,Tier 2,Supermarket Type1,2565.0
FDR21,19.7,Low Fat,6.7,Snack Foods,178.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.0
DRJ49,6.865,Low Fat,1.4,Soft Drinks,127.17,OUT045,2002,,Tier 2,Supermarket Type1,1292.0
FDJ15,11.35,Regular,2.3,Dairy,184.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,4043.0
FDO34,17.7,Low Fat,3.0,Snack Foods,169.08,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.0
NCG30,,Low Fat,11.2,Household,124.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,2864.0
FDS60,20.85,Low Fat,3.2,Baking Goods,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1079.0
FDX57,17.25,Regular,4.7,Snack Foods,97.01,OUT046,1997,Small,Tier 1,Supermarket Type1,1847.0
FDS40,15.35,Low Fat,1.4,Frozen Foods,38.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.0
FDT08,13.65,LF,4.9,Fruits and Vegetables,151.8,OUT013,1987,High,Tier 3,Supermarket Type1,2696.0
NCN29,15.2,Low Fat,2.0,Health and Hygiene,49.1,OUT010,1998,,Tier 3,Grocery Store,194.0
FDY27,6.38,Low Fat,3.2,Dairy,178.03,OUT045,2002,,Tier 2,Supermarket Type1,535.0
NCR29,,Low Fat,5.4,Health and Hygiene,56.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,2547.0
FDZ02,6.905,Regular,6.4,Dairy,97.27,OUT010,1998,,Tier 3,Grocery Store,196.0
FDP40,,Regular,6.0,Frozen Foods,110.15,OUT019,1985,Small,Tier 1,Grocery Store,112.0
FDE11,,Regular,13.4,Starchy Foods,183.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.0
DRL35,15.7,Low Fat,3.1,Hard Drinks,44.78,OUT013,1987,High,Tier 3,Supermarket Type1,606.0
FDD56,15.2,Regular,10.4,Fruits and Vegetables,177.01,OUT035,2004,Small,Tier 2,Supermarket Type1,2977.0
FDO39,,Regular,13.7,Meat,182.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.0
FDG32,,Low Fat,30.8,Fruits and Vegetables,222.08,OUT019,1985,Small,Tier 1,Grocery Store,890.0
FDU50,,Regular,7.5,Dairy,112.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,3436.0
FDX24,8.355,low fat,1.4,Baking Goods,93.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1111.0
NCN43,12.15,Low Fat,0.7,Others,122.17,OUT013,1987,High,Tier 3,Supermarket Type1,2587.0
FDK34,13.35,Low Fat,0.0,Snack Foods,238.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1907.0
NCN41,17.0,Low Fat,5.2,Health and Hygiene,122.37,OUT046,1997,Small,Tier 1,Supermarket Type1,2587.0
FDW16,17.35,Regular,4.2,Frozen Foods,93.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.0
FDP46,,Low Fat,13.1,Snack Foods,88.38,OUT019,1985,Small,Tier 1,Grocery Store,90.0
NCD07,9.1,Low Fat,5.5,Household,115.05,OUT013,1987,High,Tier 3,Supermarket Type1,683.0
FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.13,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.0
FDC20,,low fat,4.2,Fruits and Vegetables,55.43,OUT019,1985,Small,Tier 1,Grocery Store,112.0
FDB23,19.2,reg,0.6,Starchy Foods,226.91,OUT013,1987,High,Tier 3,Supermarket Type1,4514.0
DRK59,8.895,Low Fat,7.6,Hard Drinks,233.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.0
FDT31,19.75,Low Fat,1.2,Fruits and Vegetables,188.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.0
FDB15,10.895,Low Fat,13.7,Dairy,264.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4746.0
FDI56,,Low Fat,9.3,Fruits and Vegetables,91.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.0
NCQ17,10.3,LF,11.8,Health and Hygiene,154.46,OUT017,2007,,Tier 2,Supermarket Type1,2503.0
FDH44,19.1,Regular,2.6,Fruits and Vegetables,148.24,OUT017,2007,,Tier 2,Supermarket Type1,3090.0
FDP40,4.555,Regular,3.4,Frozen Foods,111.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.0
NCR17,,Low Fat,2.4,Health and Hygiene,114.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,3939.0
NCO53,16.2,Low Fat,17.6,Health and Hygiene,184.06,OUT017,2007,,Tier 2,Supermarket Type1,2021.0
FDG38,8.975,Regular,8.8,Canned,84.12,OUT010,1998,,Tier 3,Grocery Store,170.0
FDO01,21.1,Regular,2.1,Breakfast,128.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.0
NCQ43,17.75,Low Fat,11.2,Others,110.29,OUT045,2002,,Tier 2,Supermarket Type1,874.0
FDU47,12.8,Regular,11.4,Breads,142.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.0
FDZ02,6.905,Regular,3.8,Dairy,98.17,OUT017,2007,,Tier 2,Supermarket Type1,587.0
FDS04,10.195,Regular,24.5,Frozen Foods,141.88,OUT010,1998,,Tier 3,Grocery Store,281.0
FDQ31,5.785,Regular,5.4,Fruits and Vegetables,87.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,879.0
FDT57,,Low Fat,1.9,Snack Foods,236.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,6637.0
FDK50,7.96,Low Fat,2.8,Canned,162.49,OUT013,1987,High,Tier 3,Supermarket Type1,1780.0
FDB49,8.3,Regular,3.0,Baking Goods,98.74,OUT046,1997,Small,Tier 1,Supermarket Type1,493.0
FDN56,5.46,Regular,10.7,Fruits and Vegetables,145.58,OUT045,2002,,Tier 2,Supermarket Type1,3901.0
FDU02,13.35,Low Fat,10.3,Dairy,228.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,3436.0
FDK26,5.46,reg,3.2,Canned,185.42,OUT046,1997,Small,Tier 1,Supermarket Type1,5220.0
DRA24,,Regular,4.0,Soft Drinks,165.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,4914.0
FDF53,20.75,Regular,8.4,Frozen Foods,180.33,OUT013,1987,High,Tier 3,Supermarket Type1,4150.0
NCZ30,6.59,Low Fat,2.6,Household,119.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,2531.0
FDF14,7.55,Low Fat,2.7,Canned,151.93,OUT017,2007,,Tier 2,Supermarket Type1,1838.0
FDU40,20.85,Low Fat,3.7,Frozen Foods,192.75,OUT045,2002,,Tier 2,Supermarket Type1,2131.0
NCL18,18.85,Low Fat,16.9,Household,192.51,OUT017,2007,,Tier 2,Supermarket Type1,2916.0
FDP25,15.2,Low Fat,2.1,Canned,218.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1529.0
NCV05,10.1,Low Fat,3.0,Health and Hygiene,152.47,OUT045,2002,,Tier 2,Supermarket Type1,2935.0
FDV49,10.0,Low Fat,2.6,Canned,262.72,OUT035,2004,Small,Tier 2,Supermarket Type1,3172.0
FDJ56,8.985,LF,18.4,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,999.0
FDI40,11.5,Regular,12.6,Frozen Foods,99.74,OUT035,2004,Small,Tier 2,Supermarket Type1,1106.0
NCK05,,Low Fat,7.7,Health and Hygiene,61.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,919.0
NCI43,19.85,Low Fat,2.6,Household,48.64,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.0
NCE42,21.1,Low Fat,1.1,Household,234.3,OUT013,1987,High,Tier 3,Supermarket Type1,3739.0
FDP40,4.555,Regular,3.4,Frozen Foods,112.65,OUT046,1997,Small,Tier 1,Supermarket Type1,2685.0
FDU40,20.85,Low Fat,3.7,Frozen Foods,193.85,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.0
DRK47,7.905,Low Fat,6.4,Hard Drinks,230.27,OUT013,1987,High,Tier 3,Supermarket Type1,4567.0
FDR32,6.78,Regular,8.6,Fruits and Vegetables,228.47,OUT045,2002,,Tier 2,Supermarket Type1,5481.0
FDS43,,Low Fat,4.0,Fruits and Vegetables,186.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.0
FDH50,15.0,Regular,16.2,Canned,185.93,OUT045,2002,,Tier 2,Supermarket Type1,2582.0
FDZ09,17.6,Low Fat,10.5,Snack Foods,164.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2457.0
FDS19,13.8,Regular,10.7,Fruits and Vegetables,77.8,OUT010,1998,,Tier 3,Grocery Store,228.0
NCU30,5.11,Low Fat,3.5,Household,163.82,OUT035,2004,Small,Tier 2,Supermarket Type1,2121.0
FDI27,8.71,Regular,4.6,Dairy,43.57,OUT045,2002,,Tier 2,Supermarket Type1,407.0
FDQ09,7.235,Low Fat,5.8,Snack Foods,113.68,OUT013,1987,High,Tier 3,Supermarket Type1,230.0
FDB35,12.3,Regular,6.5,Starchy Foods,89.88,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.0
DRD12,6.96,Low Fat,7.7,Soft Drinks,93.11,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.0
FDW07,18.0,Regular,14.3,Fruits and Vegetables,89.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.0
DRE13,6.28,Low Fat,2.8,Soft Drinks,85.52,OUT013,1987,High,Tier 3,Supermarket Type1,1744.0
FDR11,10.5,Regular,14.3,Breads,158.76,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.0
DRG36,14.15,low fat,9.6,Soft Drinks,171.01,OUT045,2002,,Tier 2,Supermarket Type1,4107.0
DRD37,9.8,LF,2.3,Soft Drinks,47.51,OUT010,1998,,Tier 3,Grocery Store,186.0
FDX03,15.85,Regular,6.1,Meat,44.77,OUT013,1987,High,Tier 3,Supermarket Type1,181.0
FDU46,10.3,Regular,1.1,Snack Foods,84.85,OUT045,2002,,Tier 2,Supermarket Type1,779.0
FDV03,17.6,Low Fat,5.8,Meat,156.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.0
FDZ37,,Regular,2.0,Canned,86.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,1919.0
FDI24,10.3,Low Fat,7.9,Baking Goods,177.04,OUT013,1987,High,Tier 3,Supermarket Type1,3705.0
FDX33,9.195,Regular,11.8,Snack Foods,159.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,1284.0
FDG47,12.8,Low Fat,7.0,Starchy Foods,261.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.0
FDZ57,10.0,Regular,3.8,Snack Foods,126.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1285.0
FDT04,17.25,Low Fat,10.7,Frozen Foods,40.58,OUT035,2004,Small,Tier 2,Supermarket Type1,786.0
FDO49,,Regular,3.3,Breakfast,49.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.0
NCB43,20.2,Low Fat,10.0,Household,187.79,OUT017,2007,,Tier 2,Supermarket Type1,2245.0
NCL53,7.5,Low Fat,3.6,Health and Hygiene,175.2,OUT035,2004,Small,Tier 2,Supermarket Type1,4428.0
FDM01,7.895,Regular,9.4,Breakfast,100.73,OUT013,1987,High,Tier 3,Supermarket Type1,1230.0
FDO12,15.75,Low Fat,5.5,Baking Goods,195.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.0
FDO13,,Low Fat,10.7,Breakfast,162.85,OUT019,1985,Small,Tier 1,Grocery Store,493.0
FDI04,13.65,reg,7.3,Frozen Foods,196.24,OUT045,2002,,Tier 2,Supermarket Type1,2571.0
NCK05,20.1,Low Fat,7.7,Health and Hygiene,60.65,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0
FDP28,13.65,Regular,8.1,Frozen Foods,259.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,2610.0
FDJ44,12.3,Regular,10.6,Fruits and Vegetables,176.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1396.0
FDS25,,Regular,13.9,Canned,109.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.0
FDC02,21.35,Low Fat,6.9,Canned,258.33,OUT046,1997,Small,Tier 1,Supermarket Type1,7029.0
FDT23,7.72,Regular,7.5,Breads,76.4,OUT013,1987,High,Tier 3,Supermarket Type1,1402.0
NCD31,12.1,Low Fat,2.6,Household,165.15,OUT010,1998,,Tier 3,Grocery Store,164.0
FDV19,14.85,Regular,3.5,Fruits and Vegetables,159.56,OUT013,1987,High,Tier 3,Supermarket Type1,2086.0
NCQ30,,Low Fat,5.1,Household,120.54,OUT019,1985,Small,Tier 1,Grocery Store,366.0
NCD18,16.0,Low Fat,7.3,Household,231.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.0
FDL10,8.395,Low Fat,3.9,Snack Foods,97.3,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.0
FDX20,7.365,Low Fat,4.3,Fruits and Vegetables,225.17,OUT035,2004,Small,Tier 2,Supermarket Type1,3396.0
FDM32,20.5,Low Fat,2.1,Fruits and Vegetables,89.58,OUT013,1987,High,Tier 3,Supermarket Type1,1798.0
FDR09,18.25,Low Fat,13.0,Snack Foods,257.3,OUT010,1998,,Tier 3,Grocery Store,518.0
FDL34,,Low Fat,4.1,Snack Foods,140.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.0
NCK42,7.475,LF,1.3,Household,214.52,OUT045,2002,,Tier 2,Supermarket Type1,2804.0
FDU23,12.15,Low Fat,2.2,Breads,164.62,OUT045,2002,,Tier 2,Supermarket Type1,3798.0
DRI01,7.97,Low Fat,0.0,Soft Drinks,172.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,5691.0
FDG16,15.25,Low Fat,9.0,Frozen Foods,217.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,3236.0
FDY56,16.35,Regular,6.3,Fruits and Vegetables,225.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,1580.0
FDO24,11.1,Low Fat,17.6,Baking Goods,158.16,OUT035,2004,Small,Tier 2,Supermarket Type1,1902.0
NCV29,11.8,Low Fat,2.3,Health and Hygiene,177.87,OUT046,1997,Small,Tier 1,Supermarket Type1,4622.0
FDQ48,14.3,Regular,3.4,Baking Goods,98.67,OUT046,1997,Small,Tier 1,Supermarket Type1,783.0
FDU15,13.65,Regular,0.0,Meat,36.65,OUT017,2007,,Tier 2,Supermarket Type1,755.0
FDS47,16.75,Low Fat,12.9,Breads,86.29,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.0
FDO50,16.25,Low Fat,7.8,Canned,93.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.0
FDW48,18.0,Low Fat,0.9,Baking Goods,81.26,OUT035,2004,Small,Tier 2,Supermarket Type1,403.0
FDV20,20.2,Regular,10.0,Fruits and Vegetables,125.27,OUT010,1998,,Tier 3,Grocery Store,127.0
FDW47,15.0,Low Fat,4.6,Breads,121.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,2437.0
